Block,District,Ward,Beat,location_id
091XX S PAXTON AVE,4,7,413,3162
069XX N BELL AVE,24,50,2411,3163
046XX S FAIRFIELD AVE,9,12,922,3164
041XX N MOODY AVE,16,38,1624,3165
038XX W 58TH PL,8,13,822,3166
059XX W BARRY AVE,25,30,2514,3167
032XX N HALSTED ST,19,44,1924,3168
083XX S DR MARTIN LUTHER KING JR DR,6,6,632,3169
081XX S COLFAX AVE,4,7,422,3170
036XX W CERMAK RD,10,22,1013,3171
015XX N SANDBURG TER,18,42,1821,3172
039XX N WESTERN AVE,19,47,1921,3173
001XX W 71ST ST,7,6,731,3174
002XX W 111TH ST,5,34,513,3175
052XX S FRANCISCO AVE,9,14,923,3176
014XX N MILWAUKEE AVE,14,1,1424,3177
008XX W LILL AVE,19,43,1935,3178
044XX S NORMAL AVE,9,11,925,3179
047XX N ASHLAND AVE,19,47,1912,3180
002XX W 115TH ST,5,34,522,3181
067XX S RACINE AVE,7,17,724,3182
051XX S SAYRE AVE,8,23,811,3183
0000X E 99TH PL,5,9,511,3184
019XX W 33RD ST,9,11,912,3185
031XX N BERNARD ST,14,35,1412,3186
094XX S WALLACE ST,22,21,2223,3187
028XX W HOWARD ST,24,50,2411,3188
117XX S JUSTINE ST,5,34,524,3189
0000X W ERIE ST,18,42,1832,3190
053XX W QUINCY ST,15,29,1522,3191
019XX W SCHOOL ST,19,32,1922,3192
058XX S INDIANA AVE,2,20,232,3193
004XX S WABASH AVE,1,2,113,3194
029XX W WAVELAND AVE,17,33,1733,3195
016XX N KEYSTONE AVE,25,30,2534,3196
031XX W PETERSON AVE,20,40,2011,3197
050XX W NORTH AVE,25,37,2533,3198
128XX S ESCANABA AVE,4,10,433,3199
052XX N LARNED AVE,16,45,1623,3200
114XX S CALUMET AVE,5,9,531,3201
092XX S HALSTED ST,22,21,2223,3202
001XX N ELIZABETH ST,12,27,1224,3203
013XX N SANDBURG TER,18,42,1821,3204
0000X E 103RD ST,5,9,511,3205
048XX W NORTH AVE,25,37,2533,3206
015XX N PAULINA ST,14,1,1433,3207
031XX W MADISON ST,12,28,1222,3208
067XX S RIDGELAND AVE,3,5,332,3209
012XX N WELLS ST,18,43,1821,3210
051XX N DAMEN AVE,20,47,2032,3211
100XX S EMERALD AVE,22,34,2232,3212
086XX S WESTERN AVE,6,18,614,3213
043XX W 25TH PL,10,22,1013,3214
023XX E 95TH ST,4,7,431,3215
095XX S MERRION AVE,4,7,431,3216
0000X N DEARBORN ST,1,42,112,3217
027XX S HOMAN AVE,10,22,1032,3218
080XX S ST LOUIS AVE,8,18,834,3219
047XX N SAWYER AVE,17,33,1713,3220
038XX W SCHOOL ST,17,30,1732,3221
034XX N LINCOLN AVE,19,32,1922,3222
111XX S INDIANA AVE,5,9,531,3223
043XX W CERMAK RD,10,22,1013,3224
036XX W LEXINGTON ST,11,24,1133,3225
009XX N SPRINGFIELD AVE,11,27,1112,3226
009XX S HOMAN AVE,11,24,1134,3227
032XX W 23RD ST,10,24,1024,3228
064XX N FAIRFIELD AVE,24,50,2412,3229
048XX W ARMITAGE AVE,25,31,2533,3230
004XX W 100TH ST,22,9,2232,3231
020XX W 69TH ST,7,17,726,3232
013XX N ASHLAND AVE,14,1,1433,3233
005XX N DEARBORN ST,18,42,1831,3234
031XX S DR MARTIN LUTHER KING JR DR,2,4,211,3235
042XX W DIVISION ST,11,37,1111,3236
072XX S SOUTH SHORE DR,3,7,334,3237
053XX S MORGAN ST,9,16,934,3238
076XX S GREENWOOD AVE,6,8,624,3239
023XX W DIVERSEY AVE,14,1,1432,3240
014XX S HOMAN AVE,10,24,1021,3241
022XX N MANGO AVE,25,37,2515,3242
026XX N MC VICKER AVE,25,29,2512,3243
060XX S PRAIRIE AVE,3,20,311,3244
025XX W CULLERTON ST,10,28,1023,3245
017XX N OAK PARK AVE,25,36,2513,3246
065XX S CAMPBELL AVE,8,15,832,3247
020XX W ARMITAGE AVE,14,32,1432,3248
070XX S CALUMET AVE,3,6,322,3249
004XX N LAKE SHORE DR,18,42,1834,3250
011XX W 104TH PL,22,34,2232,3251
135XX S BUFFALO AVE,4,10,433,3252
049XX W HIRSCH ST,25,37,2533,3253
077XX N PAULINA ST,24,49,2422,3254
022XX N CLYBOURN AVE,18,32,1811,3255
014XX E 63RD ST,3,20,314,3256
036XX N DRAKE AVE,17,35,1732,3257
043XX N KEYSTONE AVE,17,39,1722,3258
016XX S THROOP ST,12,25,1233,3259
014XX W 50TH ST,9,16,933,3260
002XX W ALEXANDER ST,9,25,914,3261
050XX S PAULINA ST,9,16,931,3262
016XX N LECLAIRE AVE,25,37,2533,3263
051XX W CHICAGO AVE,15,28,1531,3264
031XX W HARRISON ST,11,24,1134,3265
018XX N WASHTENAW AVE,14,1,1421,3266
024XX E 79TH ST,4,7,422,3267
023XX S TRUMBULL AVE,10,22,1024,3268
015XX E 75TH ST,3,5,324,3269
034XX W BALMORAL AVE,17,39,1712,3270
076XX W ADDISON ST,16,36,1631,3271
050XX W ADAMS ST,15,28,1533,3272
015XX N HALSTED ST,18,43,1822,3273
018XX W WABANSIA AVE,14,32,1434,3274
080XX S ELLIS AVE,6,8,631,3275
008XX E 79TH ST,6,6,624,3276
028XX S DR MARTIN LUTHER KING JR DR,1,4,133,3277
016XX N WESTERN AVE,14,1,1434,3278
078XX S BURNHAM AVE,4,7,421,3279
111XX S EMERALD AVE,22,34,2233,3280
019XX N RUTHERFORD AVE,25,36,2513,3281
058XX W BERENICE AVE,16,38,1633,3282
060XX S HOMAN AVE,8,16,823,3283
042XX W 26TH ST,10,22,1013,3284
065XX S ELLIS AVE,3,20,321,3285
106XX S WABASH AVE,5,9,512,3286
039XX W MADISON ST,11,28,1122,3287
025XX S CHRISTIANA AVE,10,22,1024,3288
045XX N SHERIDAN RD,19,46,1914,3289
033XX S MORGAN ST,9,11,913,3290
047XX W JACKSON BLVD,11,28,1113,3291
075XX S ESSEX AVE,4,7,421,3292
069XX N SHERIDAN RD,24,49,2431,3293
049XX W SUNNYSIDE AVE,16,45,1623,3294
066XX S WINCHESTER AVE,7,15,726,3295
0000X W CTA 95TH ST LN,6,21,634,3296
006XX N CHRISTIANA AVE,11,27,1121,3297
013XX W 59TH ST,7,16,713,3298
007XX E 73RD ST,3,6,323,3299
008XX E HYDE PARK BLVD,2,4,223,3300
062XX W ROSCOE ST,16,36,1633,3301
028XX N MC VICKER AVE,25,29,2511,3302
089XX S ABERDEEN ST,22,21,2222,3303
031XX N HAUSSEN CT,25,30,2523,3304
006XX W DIVERSEY PKWY,19,43,1935,3305
078XX S INDIANA AVE,6,6,623,3306
019XX N HUMBOLDT BLVD,14,35,1421,3307
107XX S WALLACE ST,22,34,2233,3308
036XX S UNION AVE,9,11,915,3309
029XX N ASHLAND AVE,19,32,1931,3310
008XX W BUENA AVE,19,46,1915,3311
026XX N OAK PARK AVE,25,36,2512,3312
017XX N LINDER AVE,25,37,2532,3313
063XX S PULASKI RD,8,13,823,3314
077XX S PRAIRIE AVE,6,6,623,3315
018XX S SAWYER AVE,10,24,1022,3316
075XX S KINGSTON AVE,4,7,421,3317
030XX W 41ST PL,9,14,921,3318
090XX S KINGSTON AVE,4,7,423,3319
020XX W 71ST ST,7,17,735,3320
059XX W GRACE ST,16,38,1633,3321
055XX S PRAIRIE AVE,2,20,231,3322
072XX S ST LAWRENCE AVE,3,6,323,3323
029XX N CICERO AVE,25,31,2521,3324
051XX W LAKE ST,15,28,1532,3325
007XX N LARAMIE AVE,15,28,1524,3326
003XX W 74TH ST,7,17,731,3327
050XX W WAVELAND AVE,16,38,1634,3328
013XX S CHRISTIANA AVE,10,24,1021,3329
026XX N LAWNDALE AVE,25,35,2524,3330
030XX N LARAMIE AVE,25,31,2521,3331
030XX N SPAULDING AVE,14,35,1412,3332
008XX S TRIPP AVE,11,24,1132,3333
079XX S KILDARE AVE,8,13,834,3334
047XX N KENNETH AVE,17,45,1722,3335
051XX W MONTROSE AVE,16,45,1623,3336
022XX W CHICAGO AVE,12,32,1212,3337
098XX S AVENUE H,4,10,432,3338
016XX S ASHLAND AVE,12,25,1233,3339
048XX W HENDERSON ST,16,38,1634,3340
077XX S GREEN ST,6,17,621,3341
053XX N RAVENSWOOD AVE,20,40,2012,3342
055XX S THROOP ST,7,16,713,3343
040XX N PLAINFIELD AVE,16,36,1614,3344
022XX N NEWLAND AVE,25,36,2512,3345
013XX W BALMORAL AVE,20,48,2013,3346
035XX W BELMONT AVE,17,35,1732,3347
029XX S PARNELL AVE,9,11,914,3348
053XX W GALEWOOD AVE,25,37,2515,3349
040XX N LARAMIE AVE,16,38,1624,3350
004XX W ROSCOE ST,19,44,1925,3351
079XX S NORMAL AVE,6,17,621,3352
076XX N ASHLAND AVE,24,49,2422,3353
006XX N SPAULDING AVE,11,27,1121,3354
017XX N CENTRAL AVE,25,29,2531,3355
095XX S COMMERCIAL AVE,4,10,431,3356
038XX N CHRISTIANA AVE,17,35,1733,3357
036XX N PULASKI RD,17,30,1732,3358
071XX S SOUTH SHORE DR,3,7,334,3359
063XX S WASHTENAW AVE,8,15,825,3360
063XX W ROSCOE ST,16,36,1633,3361
051XX S PRINCETON AVE,9,3,935,3362
093XX S LA SALLE ST,6,21,634,3363
052XX S CICERO AVE,8,23,815,3364
076XX S ASHLAND AVE,6,17,611,3365
003XX E 91ST ST,6,6,633,3366
081XX S BURNHAM AVE,4,7,422,3367
028XX E 78TH ST,4,7,421,3368
079XX S ASHLAND AVE,6,21,611,3369
013XX E 79TH ST,4,8,411,3370
017XX W JUNEWAY TER,24,49,2422,3371
054XX W WABANSIA AVE,25,37,2532,3372
024XX W MONTROSE AVE,19,47,1911,3373
080XX S MORGAN ST,6,21,621,3374
040XX W LE MOYNE ST,25,30,2534,3375
060XX S EBERHART AVE,3,20,313,3376
081XX S HOUSTON AVE,4,7,422,3377
078XX S MARQUETTE AVE,4,7,421,3378
103XX S TORRENCE AVE,4,10,434,3379
053XX W MONROE ST,15,29,1522,3380
020XX W DIVISION ST,14,1,1424,3381
095XX S LOWE AVE,22,21,2223,3382
067XX S OAKLEY AVE,8,17,832,3383
027XX W BELMONT AVE,14,1,1411,3384
061XX W FULLERTON AVE,25,29,2512,3385
018XX W DIVISION ST,14,1,1424,3386
014XX E 68TH ST,3,5,332,3387
039XX W POLK ST,11,24,1132,3388
012XX S WABASH AVE,1,2,131,3389
004XX S LARAMIE AVE,15,29,1522,3390
063XX N WASHTENAW AVE,24,50,2413,3391
013XX E 54TH ST,2,4,234,3392
083XX S COTTAGE GROVE AVE,6,6,632,3393
0000X E 73RD ST,3,6,323,3394
006XX N RIDGEWAY AVE,11,27,1122,3395
033XX W MADISON ST,11,28,1123,3396
037XX W CULLOM AVE,17,39,1723,3397
068XX N OZARK AVE,16,41,1612,3398
049XX W DEMING PL,25,31,2521,3399
009XX N KEDZIE AVE,12,26,1211,3400
002XX N LA SALLE ST,1,42,122,3401
043XX N ASHLAND AVE,19,47,1912,3402
045XX N BEACON ST,19,46,1913,3403
051XX W 47TH ST,8,23,814,3404
041XX S CALIFORNIA AVE,9,14,921,3405
037XX N RICHMOND ST,17,33,1733,3406
099XX S PERRY AVE,5,9,511,3407
041XX S DREXEL BLVD,2,4,214,3408
040XX N PONTIAC AVE,16,36,1614,3409
098XX S CALHOUN AVE,4,7,431,3410
078XX S MARSHFIELD AVE,6,17,611,3411
132XX S BURLEY AVE,4,10,433,3412
038XX W CULLOM AVE,17,39,1723,3413
031XX N KENMORE AVE,19,44,1933,3414
104XX S HALE AVE,22,19,2212,3415
0000X W TERMINAL ST,16,41,1652,3416
018XX S THROOP ST,12,25,1233,3417
069XX S RACINE AVE,7,17,733,3418
040XX W HARRISON ST,11,24,1132,3419
053XX N KIMBALL AVE,17,39,1712,3420
008XX N CHRISTIANA AVE,11,27,1121,3421
061XX S EVANS AVE,3,20,313,3422
016XX S PRAIRIE AVE,1,2,132,3423
025XX W ADDISON ST,19,47,1921,3424
042XX N KIMBALL AVE,17,33,1723,3425
037XX N SAYRE AVE,16,38,1632,3426
001XX S RACINE AVE,12,27,1224,3427
0000X E GARFIELD BLVD,2,20,225,3428
084XX S INDIANA AVE,6,6,632,3429
050XX W CRYSTAL ST,25,37,2533,3430
039XX S WESTERN AVE,9,12,921,3431
021XX S HOMAN AVE,10,24,1024,3432
047XX S ELIZABETH ST,9,3,933,3433
017XX S RUBLE ST,12,25,1235,3434
003XX W 107TH ST,5,34,512,3435
009XX E 133RD PL,5,9,533,3436
026XX W 102ND PL,22,19,2211,3437
0000X W 75TH ST,7,6,731,3438
014XX W ROSEMONT AVE,24,40,2433,3439
025XX S KARLOV AVE,10,22,1013,3440
069XX S NORMAL BLVD,7,6,732,3441
059XX W NORTH AVE,25,29,2531,3442
031XX S LITUANICA AVE,9,11,913,3443
010XX N DEARBORN ST,18,42,1824,3444
030XX E 92ND ST,4,10,424,3445
0000X E LOWER WACKER DR,1,42,111,3446
039XX N TRIPP AVE,17,38,1731,3447
030XX S ST LOUIS AVE,10,22,1032,3448
070XX S FAIRFIELD AVE,8,17,831,3449
009XX E 80TH ST,6,8,624,3450
084XX S ADA ST,6,21,613,3451
002XX E WACKER DR,1,42,114,3452
058XX W ADAMS BLVD,15,29,1513,3453
058XX W NEWPORT AVE,16,38,1633,3454
003XX S KEDZIE AVE,11,28,1124,3455
054XX N KENMORE AVE,20,48,2023,3456
005XX E 62ND ST,3,20,313,3457
005XX N LONG AVE,15,37,1523,3458
002XX W MARQUETTE RD,7,6,722,3459
023XX W VAN BUREN ST,12,2,1225,3460
088XX S MUSKEGON AVE,4,10,423,3461
015XX N MOHAWK ST,18,43,1821,3462
010XX N DRAKE AVE,11,27,1121,3463
023XX N CLARK ST,18,43,1812,3464
065XX W BRYN MAWR AVE,16,41,1612,3465
062XX S EVANS AVE,3,20,313,3466
064XX N DAMEN AVE,24,50,2412,3467
073XX S WHIPPLE ST,8,18,835,3468
011XX N CLEVELAND AVE,18,27,1823,3469
064XX S DAMEN AVE,7,15,726,3470
027XX E 75TH ST,3,7,334,3471
067XX N BOSWORTH AVE,24,40,2432,3472
011XX W LOYOLA AVE,24,49,2432,3473
0000X E HURON ST,18,42,1834,3474
120XX S INDIANA AVE,5,9,532,3475
035XX S WENTWORTH AVE,9,3,915,3476
047XX W CONGRESS PKWY,11,24,1131,3477
038XX N SPAULDING AVE,17,33,1733,3478
003XX W 65TH ST,7,20,722,3479
056XX S THROOP ST,7,16,713,3480
039XX W LEXINGTON ST,11,24,1132,3481
021XX W 69TH PL,7,17,735,3482
015XX W ARTHUR AVE,24,40,2432,3483
006XX N HOMAN AVE,11,27,1121,3484
096XX S MICHIGAN AVE,5,6,511,3485
053XX S GREENWOOD AVE,2,5,233,3486
017XX W LUNT AVE,24,49,2431,3487
016XX W 59TH ST,7,15,715,3488
018XX W 80TH ST,6,18,611,3489
052XX S CAMPBELL AVE,9,14,923,3490
049XX S ARCHER AVE,8,14,821,3491
044XX S LEAMINGTON AVE,8,23,814,3492
029XX N LONG AVE,25,31,2514,3493
047XX W GRACE ST,17,38,1731,3494
060XX S MICHIGAN AVE,3,20,311,3495
039XX W 79TH ST,8,18,833,3496
002XX S MICHIGAN AVE,1,42,114,3497
059XX W MADISON ST,15,29,1513,3498
023XX S DAMEN AVE,10,25,1034,3499
010XX W 83RD ST,6,21,613,3500
030XX E CHELTENHAM PL,4,7,421,3501
001XX E 119TH ST,5,9,532,3502
012XX W 31ST ST,9,11,913,3503
020XX W 37TH ST,9,11,912,3504
059XX W DIVISION ST,15,29,1511,3505
049XX S KEDZIE AVE,8,14,821,3506
001XX S LA SALLE ST,1,42,122,3507
015XX S MICHIGAN AVE,1,2,131,3508
025XX N LOWELL AVE,25,31,2524,3509
0000X N MAY ST,12,27,1224,3510
011XX N NOBLE ST,12,27,1213,3511
004XX N LAWNDALE AVE,11,27,1122,3512
029XX N MOODY AVE,25,29,2511,3513
003XX S FRANKLIN ST,1,2,122,3514
059XX S KEDZIE AVE,8,16,824,3515
014XX S TALMAN AVE,10,28,1023,3516
014XX N TRIPP AVE,25,37,2534,3517
063XX S ELIZABETH ST,7,16,724,3518
060XX S MAPLEWOOD AVE,8,15,825,3519
043XX W 17TH ST,10,24,1012,3520
078XX S EAST END AVE,4,8,414,3521
018XX N CLYBOURN AVE,18,32,1811,3522
007XX S STATE ST,1,2,123,3523
030XX W DEVON AVE,24,50,2412,3524
008XX S KEELER AVE,11,24,1132,3525
108XX S EGGLESTON AVE,22,34,2233,3526
009XX W LAKESIDE PL,19,46,1914,3527
085XX W CATHERINE AVE,16,41,1614,3528
091XX S YATES BLVD,4,7,423,3529
104XX S EBERHART AVE,5,9,512,3530
046XX W LAWRENCE AVE,17,45,1722,3531
074XX S RACINE AVE,7,17,734,3532
002XX E OHIO ST,18,42,1834,3533
028XX W DEVON AVE,24,50,2413,3534
054XX S EAST VIEW PARK,2,5,234,3535
005XX N KINGSBURY ST,18,42,1831,3536
085XX S BLACKSTONE AVE,4,8,412,3537
062XX S MARSHFIELD AVE,7,15,714,3538
043XX W WILCOX ST,11,28,1115,3539
066XX S NORMAL BLVD,7,6,722,3540
024XX W 51ST ST,9,14,923,3541
050XX S WASHTENAW AVE,9,14,923,3542
077XX S KINGSTON AVE,4,7,421,3543
009XX S WESTERN AVE,12,25,1225,3544
079XX S BENNETT AVE,4,8,414,3545
003XX N CICERO AVE,11,28,1113,3546
021XX S KEDZIE AVE,10,24,1022,3547
018XX S UNION AVE,12,25,1235,3548
028XX N WOLCOTT AVE,19,32,1931,3549
064XX N RIDGE BLVD,24,50,2412,3550
049XX W POTOMAC AVE,25,37,2533,3551
096XX S STATE ST,5,21,511,3552
079XX S COLFAX AVE,4,7,422,3553
009XX N ASHLAND AVE,12,1,1213,3554
0000X S STATE ST,1,42,112,3555
065XX W FULLERTON AVE,25,36,2512,3556
026XX W FULTON ST,12,27,1222,3557
002XX S RIVERSIDE PLZ,1,2,121,3558
010XX N WOOD ST,12,1,1213,3559
133XX S BALTIMORE AVE,4,10,433,3560
015XX E 63RD ST,3,5,314,3561
111XX S CHRISTIANA AVE,22,19,2211,3562
025XX W CORTEZ ST,12,1,1211,3563
042XX W BELMONT AVE,17,31,1731,3564
048XX N AUSTIN AVE,16,38,1622,3565
011XX N MONTICELLO AVE,11,27,1112,3566
082XX S EXCHANGE AVE,4,7,423,3567
083XX S HOLLAND RD,6,21,622,3568
071XX W 54TH ST,8,23,811,3569
067XX S PEORIA ST,7,17,723,3570
022XX N KENNETH AVE,25,31,2522,3571
053XX S RIDGEWAY AVE,8,23,822,3572
011XX S SPRINGFIELD AVE,11,24,1133,3573
073XX S DORCHESTER AVE,3,5,324,3574
123XX S YALE AVE,5,34,523,3575
003XX W 77TH ST,6,17,623,3576
027XX W DEVON AVE,24,50,2413,3577
111XX S EDBROOKE AVE,5,9,531,3578
003XX W ADAMS ST,1,2,122,3579
072XX S EXCHANGE AVE,3,7,334,3580
095XX S MICHIGAN AVE,5,6,511,3581
053XX N CALIFORNIA AVE,20,40,2011,3582
022XX E 103RD ST,4,10,434,3583
122XX S THROOP ST,5,34,524,3584
052XX S MICHIGAN AVE,2,3,231,3585
027XX W CORTEZ ST,12,1,1211,3586
002XX W ADAMS ST,1,2,122,3587
051XX N CALIFORNIA AVE,20,40,2031,3588
025XX S WESTERN AVE,10,25,1034,3589
009XX N SACRAMENTO BLVD,12,26,1211,3590
020XX E 71ST ST,3,5,331,3591
072XX S MARSHFIELD AVE,7,17,735,3592
111XX S COTTAGE GROVE AVE,5,9,531,3593
083XX S HOUSTON AVE,4,10,424,3594
058XX W BRYN MAWR AVE,16,45,1622,3595
058XX W SUPERIOR ST,15,29,1511,3596
031XX N KEATING AVE,25,31,2521,3597
022XX N NAGLE AVE,25,36,2512,3598
043XX W MAYPOLE AVE,11,28,1114,3599
104XX S AVENUE F,4,10,432,3600
021XX W LUNT AVE,24,50,2411,3601
008XX W WOLFRAM ST,19,44,1933,3602
005XX N MC CLURG CT,18,42,1834,3603
073XX W TALCOTT AVE,16,41,1612,3604
004XX E LOWER WACKER DR,1,42,114,3605
076XX S RACINE AVE,6,17,612,3606
035XX W 13TH PL,10,24,1021,3607
097XX S GREEN ST,22,21,2223,3608
025XX W CERMAK RD,10,25,1034,3609
029XX W 65TH ST,8,15,831,3610
081XX S INGLESIDE AVE,6,8,631,3611
012XX W ADAMS ST,12,27,1231,3612
017XX W PERSHING RD,9,12,924,3613
018XX W 63RD ST,7,15,726,3614
016XX N VINE ST,18,43,1813,3615
112XX S EDBROOKE AVE,5,9,531,3616
062XX W HENDERSON ST,16,36,1633,3617
019XX S RACINE AVE,12,25,1235,3618
003XX N SACRAMENTO BLVD,12,27,1222,3619
036XX W CONGRESS PKWY,11,28,1133,3620
002XX W LAKE ST,1,42,122,3621
064XX S STATE ST,3,20,312,3622
030XX W CARROLL AVE,12,27,1222,3623
018XX N RICHMOND ST,14,35,1421,3624
040XX S DEARBORN ST,2,3,213,3625
091XX S MARSHFIELD AVE,22,21,2221,3626
021XX W ERIE ST,12,26,1221,3627
022XX E 71ST ST,3,5,331,3628
072XX N ROGERS AVE,24,49,2424,3629
014XX N HUDSON AVE,18,27,1821,3630
039XX W 60TH ST,8,13,822,3631
075XX S PHILLIPS AVE,4,7,421,3632
056XX N CLARK ST,20,48,2013,3633
079XX S AVALON AVE,4,8,411,3634
065XX S ST LAWRENCE AVE,3,20,321,3635
008XX N KEDZIE AVE,11,27,1121,3636
028XX S STATE ST,1,3,133,3637
047XX W VAN BUREN ST,11,24,1131,3638
097XX S LA SALLE ST,5,21,511,3639
020XX N CALIFORNIA AVE,14,35,1414,3640
017XX W SCHOOL ST,19,32,1922,3641
010XX W 104TH PL,22,34,2232,3642
056XX W AINSLIE ST,16,45,1622,3643
066XX S WOLCOTT AVE,7,15,726,3644
084XX S BENNETT AVE,4,8,412,3645
048XX W 63RD ST,8,23,813,3646
052XX W MADISON ST,15,29,1522,3647
071XX S WASHTENAW AVE,8,18,831,3648
015XX N LAWLER AVE,25,37,2533,3649
008XX S WESTERN AVE,11,2,1135,3650
084XX S RACINE AVE,6,21,613,3651
010XX N CROSBY ST,18,27,1822,3652
051XX S ROCKWELL ST,9,14,923,3653
004XX N SPRINGFIELD AVE,11,27,1122,3654
079XX S STONY ISLAND AVE,4,8,411,3655
072XX S MORGAN ST,7,17,733,3656
013XX N PAULINA ST,14,1,1433,3657
013XX N LARAMIE AVE,25,37,2533,3658
026XX W 56TH ST,8,16,824,3659
018XX W MONTEREY AVE,22,19,2212,3660
057XX S WENTWORTH AVE,2,20,232,3661
046XX S KARLOV AVE,8,14,815,3662
055XX S ALBANY AVE,8,14,824,3663
064XX S MAY ST,7,16,724,3664
032XX W 55TH ST,8,14,822,3665
033XX W CHICAGO AVE,11,27,1121,3666
087XX S STATE ST,6,6,632,3667
075XX N OLCOTT AVE,16,41,1611,3668
063XX N HOYNE AVE,24,50,2413,3669
081XX S EXCHANGE AVE,4,7,422,3670
029XX N SHEFFIELD AVE,19,44,1933,3671
026XX W 35TH ST,9,12,911,3672
030XX W PALMER BLVD,14,35,1414,3673
090XX S LOOMIS ST,22,21,2222,3674
037XX W 86TH ST,8,18,834,3675
055XX W GLADYS AVE,15,29,1522,3676
044XX S ST LOUIS AVE,8,14,821,3677
060XX S VERNON AVE,3,20,313,3678
028XX N MASON AVE,25,30,2514,3679
027XX E 89TH ST,4,7,423,3680
073XX S VINCENNES AVE,7,17,731,3681
011XX S MOZART ST,11,28,1135,3682
007XX E 133RD ST,5,9,533,3683
012XX W 51ST ST,9,16,933,3684
111XX S WALLACE ST,22,34,2233,3685
066XX N FAIRFIELD AVE,24,50,2412,3686
119XX S AVENUE O,4,10,433,3687
020XX W PETERSON AVE,24,40,2413,3688
065XX S RACINE AVE,7,17,724,3689
001XX S WACKER DR,1,2,122,3690
001XX S DAMEN AVE,12,2,1223,3691
015XX E 75TH ST,4,5,411,3692
061XX N DRAKE AVE,17,50,1711,3693
052XX S MAY ST,9,16,934,3694
010XX N ST LOUIS AVE,11,27,1121,3695
067XX N FRANCISCO AVE,24,50,2412,3696
031XX N AUSTIN AVE,25,30,2514,3697
047XX S HALSTED ST,9,11,935,3698
057XX W 64TH PL,8,13,812,3699
061XX N RAVENSWOOD AVE,24,40,2413,3700
081XX S LOOMIS BLVD,6,21,613,3701
041XX W WELLINGTON AVE,25,31,2523,3702
020XX W JACKSON BLVD,12,2,1225,3703
033XX W CONGRESS PKWY,11,28,1134,3704
075XX S WABASH AVE,6,6,623,3705
030XX E 87TH ST,4,10,424,3706
089XX S COTTAGE GROVE AVE,6,6,633,3707
046XX N KENNICOTT AVE,17,39,1722,3708
008XX N LOCKWOOD AVE,15,37,1524,3709
016XX W HOWARD ST,24,49,2422,3710
041XX W 21ST ST,10,24,1012,3711
067XX S ARTESIAN AVE,8,15,832,3712
014XX W 51ST ST,9,16,933,3713
048XX S CICERO AVE,8,23,814,3714
105XX S YATES AVE,4,10,434,3715
006XX W 74TH ST,7,17,732,3716
075XX S COLFAX AVE,4,7,421,3717
006XX S CENTRAL AVE,15,29,1513,3718
028XX W ROOSEVELT RD,11,28,1135,3719
058XX S ROCKWELL ST,8,16,824,3720
054XX N ASHLAND AVE,20,40,2012,3721
076XX S SOUTH CHICAGO AVE,4,5,411,3722
064XX S RICHMOND ST,8,15,823,3723
114XX S ADA ST,22,34,2234,3724
084XX S BUFFALO AVE,4,10,424,3725
026XX W NORTH AVE,14,1,1421,3726
013XX S SPAULDING AVE,10,24,1022,3727
074XX S SOUTH SHORE DR,3,7,334,3728
028XX S KOLIN AVE,10,22,1031,3729
058XX S MORGAN ST,7,16,712,3730
016XX S LAWNDALE AVE,10,24,1014,3731
018XX N LAWNDALE AVE,25,26,2535,3732
013XX E 72ND PL,3,5,324,3733
025XX S ST LOUIS AVE,10,22,1024,3734
011XX W 112TH ST,22,34,2234,3735
100XX S ESCANABA AVE,4,10,431,3736
011XX N RIDGEWAY AVE,11,27,1112,3737
116XX S LOWE AVE,5,34,524,3738
078XX S PHILLIPS AVE,4,7,421,3739
028XX W POLK ST,11,2,1135,3740
079XX S LANGLEY AVE,6,6,624,3741
065XX S MAPLEWOOD AVE,8,15,832,3742
002XX S LARAMIE AVE,15,29,1522,3743
020XX N CAMPBELL AVE,14,1,1431,3744
006XX W 61ST ST,7,20,711,3745
020XX N LAMON AVE,25,31,2522,3746
102XX S ST LAWRENCE AVE,5,9,511,3747
086XX S PRAIRIE AVE,6,6,632,3748
007XX W 50TH ST,9,3,935,3749
070XX S EGGLESTON AVE,7,6,732,3750
075XX S STONY ISLAND AVE,4,8,411,3751
071XX N ASHLAND BLVD,24,49,2423,3752
060XX S BISHOP ST,7,16,713,3753
113XX S CARPENTER ST,22,34,2234,3754
015XX W 122ND ST,5,34,524,3755
025XX W MONROE ST,11,2,1125,3756
008XX S KILPATRICK AVE,11,24,1131,3757
011XX W BELMONT AVE,19,44,1933,3758
009XX N WASHTENAW AVE,12,26,1211,3759
009XX S CICERO AVE,11,24,1131,3760
048XX N FRANCISCO AVE,20,40,2031,3761
037XX N JANSSEN AVE,19,44,1922,3762
057XX S TALMAN AVE,8,16,824,3763
018XX N MERRIMAC AVE,25,29,2513,3764
008XX S KOLMAR AVE,11,24,1131,3765
030XX W MADISON ST,11,28,1124,3766
087XX S DR MARTIN LUTHER KING JR DR,6,6,632,3767
045XX S COTTAGE GROVE AVE,2,4,221,3768
007XX E 76TH ST,6,6,624,3769
030XX N KENMORE AVE,19,44,1933,3770
0000X N KILBOURN AVE,11,28,1113,3771
045XX W MONROE ST,11,28,1113,3772
020XX N LAWNDALE AVE,25,26,2525,3773
044XX S KILPATRICK AVE,8,23,815,3774
